articles,summaries
 کیشیر چینی باشندہ رونلڈ رائمنڈواقعےکی سی سی ٹی وی فوٹیج بھی منظر عام پرآگئی ہے ، جس میں دیکھا جا سکتا ہے، کلینک میں پینٹ شرٹ پہنے ایک شخص داخل ہوا،ملزم نے سرخ رنگ کی ٹوپی پہنی ہوئی تھی، ملزم دانتوں کی صفائی کے لیے کسمٹر بن کر کلینک میں آیا ،جہاں ملزم نے موقع ملتے ہی اسلحہ نکالا اور چینی باشندوں پر فائرنگ کی اور فوری طور پر فرار ہوگیا، ملزم کا موٹرسائیکل سوار ایک ساتھی کلینک کے باہر موجود تھا، پولیس نے جائے وقوعہ سے نائن ایم ایم پستول کے 4 خول اور 3سکے تحویل میں لے لیے ہیں۔," رونلڈ رائمنڈ واقعے کی سی سی ٹی وی فوٹیج کے مطابق ایک شخص مریض بن کر کلینک میں داخل ہوا ۔ چینی باشندوں پر گولی چلائی، اور ایک ساتھی کے ساتھ موٹرسائیکل پر فرار ہو گیا۔ پولیس نے  4 خول اور 3 سکے تحویل میں لے لیے ۔
"
کراچی کے علاقے سرجانی ٹاؤن سیکٹر 4 سی میں فائرنگ سے ایک شخص جاں بحق اور 2 زخمی ہوئے، جاں بحق شخص کی شناخت حبیب اللہ کے نام سے ہوئی ہے جو جماعت اسلامی کا کونسلر تھا۔  پولیس کے مطابق جھگڑا بجلی کی تاروں میں کنڈا لگانے پر ہوا، فائرنگ کرنے والا گروپ چوری کی بجلی کے بدلے رقم وصول کرتا ہے، حبیب اللہ اور علاقے کے دیگر افراد نے فائرنگ کرنے والے ملزمان کو پیسے دینے سے منع کیا تھا، جائے وقوعہ سے شواہد اکٹھے کر کے معاملے کی تفتیش شروع کر دی ہے۔ امیر جماعت اسلامی کراچی حافظ نعیم الرحمان نے عباسی شہید اسپتال پہنچے اور الزام عائد کیا کہ کنڈا مافیا پیپلز پارٹی کی سرپرستی پر کام کر رہی ہے، واقعہ حکومت کے لیے شرمناک ہے۔ حافظ نعیم الرحمان نے وزیر داخلہ، وزیر اعلیٰ اور آئی جی سندھ سے فوری نوٹس لینے کا مطالبہ کر دیا۔ دوسری جانب سرجانی یو سی 7 کے چیئرمین اونیب علی کاظمی نے میڈیا سے گفتگو کرتے ہوئے کہا کہ یہ ایک پوری مافیا ہے جنہوں نے لوگوں کے گھروں پر بھی قبضہ کر رکھا ہے۔,کراچی کے سرجانی ٹاؤن میں فائرنگ سے جماعت اسلامی کا کونسلر جاں بحق ہوگئے اور دو افراد زخمی ہوئے۔  واقعہ بجلی کی تاروں میں کنڈا لگانے کی  چوری سے  ہوا۔ فائرنگ کرنے والے گروپ کو پیسے دینے سے منع کیا گیا تھا۔ معاملے کی تفتیش شروع ہوئی ہے اور جماعت اسلامی کے رہنماؤں نےکنڈا مافیا کے خلاف الزامات لگائے ہیں۔
لاہور میں گھر کی چھت پر لڑکیوں کو زندہ جلانے والے ملزم نے اپنے جرم کا اعتراف کرلیا۔  پولیس کے مطابق یہ واقعہ 3 ماہ قبل لاہور میں پیش آیا تھا جہاں گھرکی چھت پر دو لڑکیوں کو زندہ جلا دیا گیا تھا۔ پولیس کا کہنا ہے کہ ملزم عتیق جلائی گئی ایک لڑکی کا منگیتر تھا، لڑکی کی بڑی بہن کی شادی عتیق کے بڑے بھائی سے ہوئی تھی۔ پولیس کے مطابق گرفتار ملزم عتیق حاضر سروس سرکاری ملازم ہے جس کے خلاف قانونی کارروائی کی جارہی ہے۔,"لاہور میں گھر کی چھت پر دو لڑکیوں کو زندہ جلانے والے ملزم عتیق نے اپنے جرم کا اعتراف کیا ہے۔ ملزم عتیق سرکاری ملازم ہیں اور انخلاف مقدمہ درج ہوا ہے۔




"
لاہور کے علاقے رائے ونڈ میں مبینہ بجلی چوروں نے دفتر میں گھس کر لیسکو حکام کو تشدد کا نشانہ بنا دیا۔ لیسکو عملے پر تشدد کے بعد 60 حملہ آور افراد نے لیسکو دفتر میں گاڑیوں کی توڑ پھوڑ کی اور سرکاری ریکارڈ  بھی جلا دیا۔ پولیس کی جانب سے لیسکو آفس پر حملے کے الزام میں 15 نامزد اور 45 نامعلوم افراد کے خلاف سنگین دفعات کے تحت مقدمہ درج کر لیا گیا۔ پولیس ترجمان کا کہنا ہے کہ سی سی پی او لاہور نے واقعے کا نوٹس لیا ہے، سیف سٹی اور سی سی ٹی وی کیمروں کی مدد سے ملزمان کی تلاش شروع کر دی گئی ہے۔,لاہور کے علاقے رائے ونڈ میں 60 حملہ آور  بجلی چوروں کا دفتر پر حملہ، تشدد ، گاڑیوں کو توڑا پھوڑا اور ریکارڈ جلا دیا۔ پولیس نے 15 نامزد اور 45 نامعلوم افراد کے خلاف مقدمہ درج کیا ہے اور ملزمان کی تلاش جاری ہے۔
" اسلام آباد میں ہفتہ وار بریفنگ کے دوران ترجمان دفتر خارجہ ممتاز زہرا بلوچ نے کہا کہ پاکستان کو افغانستان میں دستیاب جدید ہتھیاروں پر تشویش ہے، افغانستان میں یہ جدید ہتھیار دہشتگردوں کے ہاتھ لگ گئے ہیں اور ان ہتھیاروں سے پاکستان اور اس کے سکیورٹی اداروں پر حملے کیے جارہے ہیں۔ ترجمان نے کہا کہ ہم یقین رکھتے ہیں پاکستان اور افغانستان کے درمیان سرحد امن کی سرحد ہونی چاہیے، اگر پاکستان کی طرف سے سرحد بندکی گئی ہے تو اس کی وجہ سکیورٹی کی سنگین صورتحال ہے، ہم افغان حکومت سے اس متعلق مذاکرات کررہے ہیں، پاک افغان بارڈرپرحالیہ واقعہ سے متعلق عبوری افغان حکومت کو اپنے 
تحفظات سے آگاہ کیا ہے۔ چترال حملے پر ترجمان دفتر خارجہ کا کہنا تھا کہ چترال کی صورتحال پر افغان حکام سے اپنی تشویش کا اظہارکیا ہے، اس صورتحال پرہوم ڈپارٹمنٹ اورمتعلقہ ادارے تفصیل دے سکتے ہیں۔ پاک روس تعلقات پر ترجمان نے کہا کہ پاکستان اور روس کے درمیان اہم تعلقات ہیں، دونوں ممالک کے درمیان متعدد وفود کا تبادلہ بھی ہوا۔ ترجمان دفتر خارجہ کا کہنا تھا کہ بھارتی قیادت پاکستان کے  بارے میں تبصروں کی بجائے اپنے چیلنجزپرتوجہ دے",ترجمان دفتر خارجہ زہرا بلوچ نے افغانستان میں نئے ہتھیاروں کی تشویش اور سرحد کی امنیت کو بیان کیا۔ افغان حکام کو چترال حملے پر تشویش کا اظہار کیا، پاکستان اور روس تعلقات کو اہم قرار دیا، اور بھارت کی قیادت پر تبصرے کی پیشکش کی.
چترال کے علاقے کیلاش میں پاک افغان سرحد  پر ، پاک فوج کے شعبہ تعلقات عامہ (آئی ایس پی آر) کے مطابق دہشت گردوں کی بڑی تعداد نے جدید اسلحے کے ساتھ فوجی چوکیوں پر حملہ کیا، سکیورٹی فورسز نے دہشت گردوں کو مؤثر اور بروقت جواب دیا، سکیورٹی فورسز  اور دہشت گردوں کے درمیان شدید فائرنگ کا تبادلہ ہوا۔  آئی ایس پی آر کے مطابق  سکیورٹی فورسز نے حملہ پسپا کرکے دہشت گردوں کو  بھاری جانی نقصان پہنچایا، فائرنگ کے تبادلے میں 4 جوان شہید ہوئے اور 12 دہشت گرد ہلاک جب کہ بڑی تعداد میں شدید  زخمی بھی ہوئے۔  آئی ایس پی آر کا کہنا ہےکہ افغان صوبوں نورستان اور کنڑ میں دہشت گردوں کی نقل وحرکت سے افغان عبوری حکومت کو بروقت آگاہ کیا گیا تھا، امید  ہےکہ افغان عبوری حکومت اپنی ذمہ داریاں پوری کرےگی اور  پاکستان کےخلاف دہشت گردی کی کارروائیوں کے لیے اپنی سرزمین  استعمال کرنے نہیں دے گی۔,کیلاش میں پاک افغان سرحد پر دہشت گردوں کی جانب سے دو فوجی چوکیوں پر حملہ کیا گیا۔ اس حملے میں پاک فوج کے 4 جوان شہید ہوئے اور 12 دہشت گرد زخمی ہوگئے۔ امید ہے کہ افغان حکومت پاکستان کے خلاف دہشت گردی کے خلاف کارروائی کرے
 ذرائع کے مطابق پاکستان نے افغان سفارتخانے کے سربراہ کو دفترخارجہ طلب کیا اور احتجاجی مراسلہ دیا۔ ذرائع کا کہنا ہے کہ افغان سفارتخانے کے سربراہ کو چترال واقعے پر احتجاجی مراسلہ دیا گیا۔ خیال  رہے کہ 6 ستمبر کی رات چترال کے علاقے کیلاش میں پاک افغان سرحد پر دہشت گردوں کی جانب سے 2 فوجی چوکیوں پر حملہ کیا گیا جس میں پاک فوج کے 4 بہادر جوان شہید ہوگئے۔ آئی ایس پی آر کے مطابق سکیورٹی فورسز نے حملہ پسپا کرکے دہشت گردوں کو بھاری جانی نقصان پہنچایا، فائرنگ کے تبادلے میں 4 جوان شہید ہوئے اور 12 دہشت گرد ہلاک جبکہ بڑی تعداد میں شدید زخمی بھی ہوئے تھے۔ اس حوالے سے ترجمان دفتر خارجہ نے کہا تھاکہ افغانستان میں جدید ہتھیار دہشتگردوں کے ہاتھ لگ گئے جن سے پاکستان پر حملے کیے جارہے ہیں۔,"پاکستان نے چترال میں دہشتگرد حملے پر افغانستان کی سفارتی سطح پر احتجاج کیا ہے۔ سفارتخانے کے سربراہ کو طلب کیا گیا اور احتجاجی مراسلہ دیا گیا ہے۔ پاک فوج کے 4 سپاہی شہید ہوئے۔ ترجمان دفتر خارجہ نے افغانستان کو جدید ہتھیار فراہم کرنے کا الزام لگایا ہے۔




"
ابق وزیراعظم اور مسلم لیگ ن کے صدر شہباز شریف نے چترال میں پاک افغان سرحد پر دہشت گردوں کے حملے کی شدید مذمت کرتے ہوئے شہید ہونے والے چار پاکستانی فوجیوں کو خراجِ عقیدت پیش کیا۔ انہوں نے کہا کہ جدید ہتھیاروں سے لیس دہشت گردوں کا افغانستان سے ایک برادر اسلامی ملک پر حملہ افسوس ناک، قابل مذمت اور تشویش ناک ہے ، شہباز شریف نے مطالبہ کیا کہ افغان حکومت دہشت گردوں کو لغام ڈالے اور  اسلامی تعلیمات کے مطابق اپنے عالمی عہد کا پاس کرے۔ انہوں نے کہا کہ دہشت گردوں کے خلاف افواج پاکستان کے جہاد میں پوری پاکستانی قوم اپنے بیٹوں کے ساتھ ہے،  پاکستان کے ایک ایک انچ کی حفاظت ہمارے ایمان کا حصہ ہے ۔ سابق وزیر اعظم نے مزید کہا کہ پاکستان نے ہمیشہ مشکل ترین حالات میں افغانستان کی مدد کی، چالیس سال سے پاکستان افغان مہاجرین کی مہمان نوازی کر رہا ہے ، آج بھی لاکھوں افغان مہاجرین پاکستان کے اخوت کے جذبے اور بھائی چارے سے فیضیاب ہو رہے ہیں، افسوس کا مقام ہے کہ دہشت گرد افغانستان سے ایک اسلامی ملک پر حملے کر رہے ہیں جس نے ہمیشہ افغان لوگوں کی مدد کی ہے۔,"شہباز شریف نے چترال میں پاک افغان سرحد پر دہشت گردوں کے حملے کی مذمت کی ہے۔  چار پاکستانی فوجیوں کو خراجِ عقیدت پیش کیا ہے۔ انہوں نے افغان حکومت سے دہشت گردوں کے خلاف کارروائی کا مطالبہ کیا اور پاکستان کی افواج کو سپورٹ کیا۔ ان کا کہنا ہے کہ پاکستان نے ہمیشہ افغانستان کی مدد کی ہے اور افغان مہاجرین کی مہمان نوازی کی ہے۔




"
ذرائع کے مطابق واقعہ لکی مروت کے علاقے تترخیل کے قریب پیش آیا۔ پیسکو ذرائع کا بتانا ہےکہ شہباز خیل سے حیات خیل تک نئی لائن بچھائی جارہی تھی جس کے لیے چاروں افراد بجلی کی11 ہزار کلو واٹ کی لائن پر کام کررہے تھے کہ انہیں کرنٹ لگ گیا۔ ریسکیو کے مطابق کام کے دوران گرڈ اسٹیشن سے اچانک لائن میں کرنٹ آگیا جس سے چاروں افراد موقع پر ہی جاں بحق ہوگئے۔,"لکی مروت میں ہائی وولٹیج تاروں کے کرنٹ سے 4 افراد جاں بحق ہوگئے. واقعہ تترخیل کے قریب پیش آیا. کارکنان بجلی کی لائنوں پر کام کررہے تھے جب اچانک کرنٹ لگ گیا اور چاروں ہلاک ہو گئے



"
"بنوں میں ناراض بیوی کو منانے کیلئے آئے شوہر نے فائرنگ کرکے ساس، سسر اور سالے کو قتل کردیا۔ پولیس کے مطابق بنوں کے علاقے میریان میں شوہر اپنی بیوی کو منانے کیلئے سسرال آیا، تلخ کلامی پر شوہر نے فائرنگ کردی۔ پولیس کے مطابق ملزم کی فائرنگ سے ساس سسر اور ملزم کا سالا جاں بحق ہوگئے۔ پولیس کا کہنا تھا کہ واقعے کے بعد فرار ہو جانے والے ملزم کی تلاش شروع کردی گئی ہے۔

","بنوں میں ایک شوہر نے اپنی ناراض بیوی کو منانے کی کوشش کے دوران فائرنگ کی، جس میں ساس، سسر، اور سالے کو قتل کردیا۔ ملزم  کی تلاش جاری ہے۔
"
 گزشتہ دنوں پنجاب حکومت نے لاہور کے الحمرا ہال میں کمرشل اسٹیج ڈراموں پر  پابندی لگا دی تھی۔ نگران صوبائی وزيراطلاعات عامر میر کا کہنا تھا کہ یہ فیصلہ اسٹیج ڈراموں کےنام پر فحش ڈانس کرانے اور عریانی پھیلانے پر کیا گیا ہے۔ بعد ازاں عامر میر کی ہدایت پر محکمہ داخلہ پنجاب نے اسٹیج ڈراموں میں فحش حرکات کرنے والی 18 ڈانسرز پر صوبے بھر میں پابندی لگانے کا فیصلہ کیا تھا۔  شو کاز ہونے والی ڈانسرز میں مہک بٹ، کومل چوہدری، قسمت شہزادی، روشانی خان، نایاب خان، شیلا چوہدری، ایان اختر، سونو بٹ، ندا چوہدری، خوشبو خان، کاجل چوہدری، سارہ خان، تبسم خان، ماہ نور، جیا بٹ، حرا ڈوگر، وفا علی اور لائبہ جٹی شامل ہیں۔ تاہم اب لاہور میں اسٹیج ڈراموں میں فحش حرکات کے الزام پر حکومت پنجاب نے کریک ڈاؤن کرتے ہوئےلاہور ڈویژن کے تمام تھیٹرز کو سیل کر دیا۔,لاہور میں اسٹیج ڈراموں میں فحش حرکات کے الزام پر حکومت پنجاب نے کریک ڈاؤن کرتے ہوئے لاہور ڈویژن کے تمام تھیٹرز کو بند کر دیا۔ پنجاب حکومت نے پچھلے دنوں الحمرا ہال میں کمرشل اسٹیج ڈراموں پر بھی پابندی لگائی تھی، اور اب اسٹیج ڈراموں میں فحش حرکات کرنے والی 18 ڈانسرز پر صوبے بھر میں پابندی لگا دی گئی ہے۔
 گلبہار تھا نے کی حدود ناظم آباد نمبر2 انکوائری آفس کے قریب عمارت کو گرانے کے تنازعے اور جھگڑے کے دوران فائرنگ سے 40 سالہ حاجی کاشف عرف للو ولد جمیل جاں بحق ہو گیا، مقتول بلڈر تھا اور ضلع سنٹرل میں پورشن بنانے کے حوالےسے معروف تھا۔ اطلاعات کے مطابق مقتول کا ناظم آبادمیں ایک عمارت پرتنازع چل رہا تھا ، واقعے کے روز ایس بی سی اے کی ٹیم عمارت توڑنے پہنچی، تو اس بلڈنگ کے بلڈر اور کاشف کے درمیان تلخ کلامی اور بعد ازاں جھگڑا ہوگیا اس دوران ایک شخص اسلحہ لے آیا اور فائرنگ کردی، جس کےنتیجے میں ایک گولی کاشف کے سر پر لگی، جس سے وہ موقع پر ہی جاں بحق ہوگیا۔," گلبہار تھانے میں ناظم آباد نمبر 2 انکوائری آفس کے قریب ایک عمارتی ڈھانچہ گرانے پر تصادم میں حاجی کاشف مارا گیا۔  اختلاف اس وقت بڑھ گیا جب ایس بی سی اے کی ٹیم عمارت گرانے پہنچی۔  بحث مباحثہ میں گولی چل گئی اور وہ ہلاک ہو گیا۔
"
نگران وزیر اطلاعات وثقافت پنجاب عامر میر کی ہدایت پر محکمہ داخلہ پنجاب نے ڈانسرز کو پنجاب آرٹس کونسل کی سفارش پر شو کاز نوٹس جاری کر دیے گئے ہیں۔ ہوم ڈیپارٹمنٹ پنجاب نے شو کاز نوٹس میں اِن ڈانسرز کو اپنا مؤقف دینے کے لیے ایک ہفتے کا وقت دیا ہے۔ شوکاز میں کہا گیا ہے کہ غیر تسلی بخش جواب پر اِن ڈانسرز پر صوبے بھر میں پابندی عائد کر دی جائے گی۔ شو کاز ہونے والی ڈانسرز میں مہک بٹ، کومل چوہدری، قسمت شہزادی، روشانی خان، نایاب خان، شیلا چوہدری، ایان اختر، سونو بٹ، ندا چوہدری، خوشبو خان، کاجل چوہدری، سارہ خان، تبسم خان، ماہ نور، جیا بٹ، حرا ڈوگر، وفا علی اور لائبہ جٹی شامل ہیں۔ نگران وزیر اطلاعات پنجاب عامر میر کا کہنا تھاکہ تھیٹر مالکان بھی فحش تھیٹرز کو فروغ دینےمیں ملوث ہیں۔,"پنجاب حکومت نے اسٹیج ڈراموں میں فحش حرکات کرنے والی 18 ڈانسرز پر صوبے بھر میں پابندی عائد کی ہے۔ پنجاب آرٹس کونسل کی توجہ پر شو کاز نوٹس جاری کیے گئے ہیں، جس میں ڈانسرز کو اپنا موقف دینے کا مہلت دی گئی ہے۔تھیٹر مالکان کو بھی فحش کی فروغ میں ملوث ہونے کا الزام لگایا گیا ہے۔




"
 لاہور ہائیکورٹ کے جسٹس راحیل کامران نے تھیٹر مالکان کی درخواست پر سماعت کی۔ درخواست میں تھیٹرز کی بندش کے حکومتی فیصلے کو چیلنج کیا گیا تھا۔ عدالت نے ہدایت کی کہ متعلقہ حکام کے فیصلہ ہونے تک تھیٹرز کو کھول دیا جائے اور اگر درخواست گزاروں کے خلاف کوئی شکایات ہیں تو قانون کے مطابق کارروائی کی جائے۔ عدالت نے قرار دیا کہ غیر قانونی طریقے سے کوئی کارروائی نہ کی جائے۔ ہائیکورٹ نے جن تھیٹرز کو کھولنے کی ہدایت کی ان میں ناز تھیٹر، محفل تھیٹر، ستارہ تھیٹر، ورثہ تھیٹر، سنگم تھیٹر، گلستان تھیٹر، راوی تھیٹر اور نگینہ تھیٹر شامل ہیں۔,لاہور ہائیکورٹ نے لاہور ڈویژن کے 10 تھیٹرز کو کھولنے کی ہدایت دی ہے۔ جسٹس راحیل کامران کی سماعت میں تھیٹر مالکان کی درخواست پر یہ فیصلہ کیا گیا ہے کہ تھیٹرز کو کھول دیا جائے اور شکایات کے خلاف قانون کے مطابق کارروائی کی جائے
 گلشن رفیق میں چوری کی وارداتوں سے ستائی عوام سڑکوں پر نکل آئی ، ڈکیتی کی بڑھتی ہوئی وارداتوں کے خلاف فیصل آباد کے عوام سڑکوں پر نکل آئی ۔ عوام کا کہنا ہے کہ اگر 10 روز میں ڈکیتی و دیگر وارداتوں پر قابو نہ پایا گیا تو پولیس اسٹیشن کے سامنے دھرنا دیں گے ۔ علاقہ مکینوں کا کہنا تھا کہ گزشتہ ماہ سے چوری کی انگنت وارداتیں ہوئیں کسی بھی جگہ شہری محفوظ نہیں ہیں ۔ ولیس پر تشویش کا اظہار کرتے ہوئے احتجاجی مظاہرین نے کہا کہ پولیس ڈکیتی و دیگر وارتوں میں ملوث ملزمان کو پکڑنے میں غفلت سے کا م لے رہی ہے پو لیس کو تفتیش کا دائرہ کار  وسیع کرنا ہو گا ۔,"فیصل آباد کے گلشن رفیق میں چوری کی بڑھتی ہوئی وارداتوں کے باعث عوام نے سڑکوں پر احتجاج کا اظہار کیا ہے۔ وہ اگر 10 روزوں میں معاملے میں کامیابی نہیں ملی تو پولیس اسٹیشن کے سامنے احتجاج کریں گے اور پولیس کو تفتیش میں غفلت کا الزام لگا رہے ہیں۔

"
سوات کے علاقے مینگورہ میں سی ٹی ڈی کی کامیاب  کاروائی جس میں 2 پولیس اہلکاروں کے قتل میں ملوث ملزم مارا گیا ۔ سی ٹی ڈی حکام کا کہنا ہے کہ خفیہ اطلاع موصول ہوئی جس کے عوض کاروائی کی گئی ، سی ٹی ڈی حکام کا کہنا ہے کہ مارے جا نے والے دہشت گرد سے اسلحہ بارود اور دستی بم بھی برآمد ہوئے ہیں ۔ سی ٹی ڈی حکام کا کہنا ہے کہ گزشتہ روز فضا گٹ کے مقام پر بھی دہشت گرد سے پولیس مقابلہ ہوا تھا تفتیش پر پتہ چلا کہ یہ وہی دہشت گرد ہے جو مبینہ طور پر پولیس اہلکاروں کے قتل میں ملوث تھا ۔ ,سوات کے مینگورہ میں سی ٹی ڈی کی کاروائی میں قتل ملوث ملزم کو مار دیا گیا۔ اسلحہ، بارود، اور دستی بم بھی برآمد ہوئے۔ یہ دہشت گرد کا تشدد پولیس کے قتل میں بھی ملوث پائے گئے۔
"کراچی: (دنیانیوز) اینٹی نارکوٹکس فورس (اےاین ایف) نے 4 کارروائیوں کے دوران 123 کلوگرام منشیات برآمدکرلی جبکہ 7ملزمان گرفتار کرلیے گئے ہیں ۔
ترجمان اے این ایف کے مطابق انسداد منشیات کیخلاف کارروائیاں پشاور،اسلام آباد،راولپنڈی اورحیدرآباد میں کی گئیں۔ ترجمان کاکہنا ہے کہ کارروائی کے دوران 109 کلوگرام چرس،14 کلو400 گرام افیون برآمد کرلی گئی ۔ ترجمان کے مطابق  گرفتار ملزمان کے خلاف انسدادِ منشیات ایکٹ کے تحت مقدمات درج کرلیے گئے ہیں ۔","این ایف نے مختلف کارروائیوں کے دوران 123 کلوگرام منشیات کی برآمد کی ہے اور 7 ملزمان گرفتار کئے ہیں۔ منشیات کی انسداد ایکٹ کے تحت مقدمات درج کیے گئے ہیں۔




"
 پنجاب کے ضلع بھکر کے شہر دریا خان میں ایک افسوس ناک واقعہ نواحی علاقہ چک نمبر 21 میں پیش آیا ، جہاں نوجوان نے موبائل فون کے استعمال پر والد کی ڈانٹ سے دلبرداشتہ ہوکر زندگی کا خاتمہ کرلیا ۔ واقعے کی اطلاع ملتے ہی ریسکیو موقع پر پہنچ گئی ، ریسکیو ذرائع کاکہنا ہے کہ نوجوان کو ہسپتال پہنچایا گیا تاہم وہ جانبر نہ ہوسکا ۔ ریسکیو ذرائع کاکہنا ہے کہ نوجوان پانچ بہنوں کا اکلوتا بھائی تھا ، پولیس نے ضروری کارروائی کے بعد لاش ورثاء کے حوالے کر دی ۔,پنجاب کے ضلع بھکر کے شہر دریا خان میں نوجوان نے موبائل فون کے استعمال پر والد کی ڈانٹ ڈپٹ پر زہریلی گولیاں کھا لیں۔ نوجوان کو ہسپتال لے جایا گیا، لیکن وہ بچ نہ سکا نہیں۔ پولیس نے لاش کو ورثاء کے لئے حوالے کر دیا ہے
 پاکستان رینجرزسندھ اورپولیس نے کورنگی بلال کالونی میں مشترکہ کارروائی کرتے ہوئے 2ملزمان گرفتار کرلیے۔ ترجمان سندھ رینجرز کے مطابق گرفتار ملزمان موبائل فونز چوری اور ڈکیتی کی وارداتوں میں ملوث ہیں ، گرفتار ملزمان کی شناخت ایاز ابڑو اور آفتاب شیخ کے نام سے ہوئی ہے۔ ترجمان کاکہنا ہے کہ ملزمان سےاسلحہ و ایمونیشن، 23 ڈبہ پیک موبائل فون ، موٹرسائیکل برآمدکر لیے گئے ہیں ۔ ترجمان کے مطابق ملزمان نے موبائل فون، نقدی ودیگر سامان لوٹ کراندرون سندھ فروخت کرنےکاانکشاف کیا ہے۔ ترجمان رینجرز نے مزید کہا کہ  ملزمان منظم گروہ کے کارندے ہیں، دیگر ساتھیوں کی تلاش جاری ہیں ۔,"پاکستان رینجرز سندھ اور پولیس نے کورنگی بلال کالونی سے موبائل فون چوری اور ڈکیتی سےمنسلک دو افراد کو گرفتار کرلیا۔  اسلحہ، گولہ بارود، موبائل فونز اور موٹر سائیکلیں آپریشن کے دوران برآمد کی گئیں۔ یہ ایک منظم جرائم پیشہ گروہ کو ختم کرنے کی جاری کوششوں کا حصہ ہیں۔
"
 پنجاب کے شہر شیخوپورہ اور چشتیاں میں دیرینہ دشمنی تین افراد کی جان لے گئی ۔ شیخوپورہ میں مسجد کے باہر نامعلوم افراد کی فائرنگ کی فائرنگ کی ذد میں آکر 2 افراد جاں بحق ہوگئے جبکہ 2 بچوں سمیت 3 زخمی ہوئے  پولیس کے مطابق ملزمان نے اشرف کھوکھر کو قتل کرنے کے لیے فائرنگ کی ، فائرنگ کی زد میں آکر مسجد سے نکلنے والا ایک نمازی اور دیگرافراد زخمی ہوگئے ۔ پولیس نے زخمیوں کو ڈی ایچ کیو ہسپتال منتقل کردیا ہے ۔ ایک اورواقعہ چشتیاں میں پیش آیا جہاں قتل نواحی علاقے 111 مراد میں دیرینہ دشمنی پر سالے نے فائرنگ کر کے بہنوئی کو قتل کر دیا ، پولیس کی جانب سے واقعے کی تحقیقات جاری ہیں ۔,شیخوپورہ اور چشتیاں میں دشمنی کی بنا پر فائرنگ کے نتیجے میں تین افراد جاں بحق  اور تین زخمی ہوئے۔ پولیس تحقیقات کر رہی ہے۔
غیر ملکی میڈیا رپورٹس کے مطابق 25 سالہ تھائیس میڈیروس نامی خاتون نے اپنے اہل خانہ کے ہمراہ کھانا پکاتے ہوئے غیر ارادی طور پر کالی مرچوں کی خوشبو کو سونگھ لیا، جس کے بعد اسے گلے میں جلن کی شکایت ہوئی۔طبی امداد کے لئے فوری طور پر اسے اسپتال منتقل کیا گیا، جہاں علاج کے دوران اس کی موت واقع ہوگئی۔ طبی ماہرین نے فوری طور پر کی نشاندہی کی، یہ ایک ایسی حالت ہے جو دماغ میں سوجن کی وجہ سے ہوتی ہے۔طبی ماہرین کے مطابق ممکنہ طور پر تھائیس میڈیروس کو کالی مرچوں سے  الرجی ہوگی جو اس کی موت کی وجہ بنی۔ماہرین کے مطابق سیریبرل ایڈیما کی وجہ سے کھوپڑی کے اندر دباؤ بڑھ جاتا ہے جو دماغ میں خون کے بہاؤ اور آکسیجن کی ترسیل میں خلل کا باعث بنتا ہے جس سے معمول کے کام انجام دینا بھی مشکل ہوجاتا ہے۔اس کی علامات میں سر درد، متلی، بینائی کے مسائل اور دورے شامل ہیں۔ برازیلین خاتون کے ساتھ بھی یہ ہی ہوا اور وہ فوری طور پر کوما میں چلی گئی اور پھر ہوش میں نہ آئی۔,25 سالہ تھائیس میڈیروس نے غیر ارادی طور پر کالی مرچوں کی خوشبو کو سونگھ کر گلے میں جلن کی شکایت کی، جس کی وجہ سے ان کی موت واقع ہوئی۔طبی ماہرین کے مطابق خاتون کو کالی مرچ سے الرجی تھی جس کی وجہ سے ان کے دماغ پر دباّئو پڑا۔ 
دیپالپور روڑ پر الیکٹرانکس کی دوکان پر ڈکیتی کی واردات ہوئی، تین مسلح ڈاکو دوکان سے 3 لاکھ نقدی اور موبائل لوٹ کر فرار ہو گئے۔ ڈکیتی کی واردات کی سی سی ٹی وی فوٹیج دنیا نیوز نے حاصل کر لی جس میں واضح دیکھا جا سکتا ہے کہ کس دیدہ دلیری سے ڈاکو واردات کر رہے ہیں۔ ڈاکوؤں نے دوران واردات مزاحمت پر دوکاندار پر تشدد بھی کیا، پسٹل کے بٹ مار کر سر پھاڑ دیا، فوٹیج سامنے آنے کے باوجود پولیس ڈاکوؤں کو گرفتار کرنے میں ناکام ہے۔, دیپالپور روڑ پر ایک دوکان پر ڈکیتوں کا حملہ ہوا، 3 لاکھ نقدی اور موبائل لوٹ کر ڈاکو  فرار۔ پولیس گرفتار کرنے میں ناکام کوشش رہی۔
